TITLE,ARTIST,LABEL,NO.,YR,ALBUM/CD TITLE,
"Waiting Goes On, The","Brinkman, Mark",Jim Purtell,CD,88,The Waiting Goes On,
Waiting Hymn Of The Republic,"Murphy, J.F. & Free Flowing Salt",MGM,4708,71,,
Wake Island,"LeVine, Irv & Jonas, Dick ",Border City,SE-7,4,SOBA-2002,
Wake Up  ,Killarmy,Priority Records,CD 50633,97,Silent Weapons For Quiet Wars ,
Wake Up,Rage Against The Machine,Epic,Z 52959,92,Rage Against the Machine,
Wake Up America,"""C"" Company (T. Nelson)",Plantation,LP 15,71,Wake Up America ,
Wake Up America!,"Flenniken, Bill",B&J,37180,7?,,
Wake Up America,"Lindsay, Lance",V.I.V.A.,1873,73, ,
Wake Up Dear Daddy,"Witt, Gary W.",River Green Music,CD,97,All In Vain,
"Walk, The",Sawyer Brown,Curb/Cap.,LP 94260,91,Buick,
Walk To The Village,Kitaro,Geffen,CD 24614,93,Heaven & Earth S/T,
Walkin' Point,"Kennedy, Judy",Judy Kennedy,Cassette,86,Walking Wounded,
Walking A Fine Line,"Grove, George",Clef Northwest,CD,90,Where Have All The Flowers Gone…,
WalkingDown The Road/Traveleing Song,"Proud, Dan",Dan Proud,CD,10,Songs From Nellingen,
Walking In His Shoes,"Pollock, Samuel",S. Pollock,Cassette,98,The Walking Wounded,
Walking On A Thin Line,"Lewis, Huey & News",Chrysalis,42825,84, ,
Walkin' On A Thin Line,"Small, Britt & Festival",Festival,CD 9,98,Colors,
Walking Point,"Lafferty, Sally & Anthony, Jon",Lafferty & Anthony,CD,99,Vietnam Remembered ,
Walking Time Bomb,"Maxner, Stephen",Stephen Maxner,Cassette,87,One Step Behind: Vietnam Reflections,
Walking Wounded,"Kennedy, Judy",Judy Kennedy,Cassette,86,Walking Wounded,
"Wall, The [Inst.]","Doscher, George",NR,Cas 2107,98,,
"Wall, The [Vocal]","Doscher, George",NR,Cas 2107,98,,
"Wall, The","Dunse, Brad",HeavensEyes,CD,9,Healing & Remembrance,
"Wall, The",Festival (feat. Britt Small),Max Stout,42164,82,American Pride,
"Wall, The","Garvey, Mary",Private Tape,Cassette,91,Mary Garvey,
"Wall, The (Live)","Higgins, Bertie",Kat Family,,84, ,
"Wall, The","Higgins, Bertie",CBS Associated,5465,85, ,
"Wall, The","Jager, Robert E.",USAF Band,CD 9105,9?,The Wall,
"Wall, The","McCann, Michael",MM,001-2,97,Soldiers' Songs ,
"Wall, The","McDermott, John",EMI,CD,99,Remembrance/If Ye Break Faith ,
"Wall, The","Murrell, Olin",Friends of the VM,CD,92,Songs Of The Wall,
"Wall, The","Reeder, Craig",C. Reeder,Cassette,89,,
"Wall, The","Small, Britt & Festival",Max Stout,Cassette,85,Tattered Flags - Broken Promises,
"Wall, The","Smith, Rebecca Linda",Renewed Recrods,mp3,12, ,
"Wall, The","Springsteen, Bruce",Columbia,88843015462,14,High Hopes ,
"Wall, The","Steer, John",Living Word,1,86,Circuit Rider  ,
"Wall, The",Vettz,RDT Prod.,Cassette,8?,Welcome Home ,
"Wall, The",Vettz,Echo,104,82,,
"Wall, The (Between The Lines)",New Arkadelphians,Friends of the VM,CD,92,Songs Of The Wall,
Wall Of Shame,"Gee, Billy",Spirit,8809,8?,,
"Wall Song, The","Townley, Mitch",,Download,8, ,
Wallace For '72,"Atha, Chuck",Vote Records,No #,72,,
"Walls Came Down, The","Black, John",57th Street Prod.,CD,3,Meet Me In Vietnam ,
"Walls Came Down, The (Requiem)","Black, John",57th Street Prod.,CD,3,Meet Me In Vietnam,
Waltz Of The Water Puppets,"Bang, Billy",Justin Time Records,CD 212-2,5,Vietnam: Reflections,
Wanna Go Home,"Rowe, Normie",Normie Rowe,CD,7,Missing In Action  ,
Wanted Man,"Hayes, Jerry",Toro,LP 501,7?,Back From Nam,
War,Frankie Goes To Hollywood,Island,LP 90232,84,Welcome To The Pleasuredome ,
War,Franky & The Spindles,Canyon,48,7?,,
War,"Jam, The",Polydor,LP 506,82,The Bitterest Pill,
War,"Marley, Bob & The Wailers",Island ,LP 9383,76,Rastaman Vibrations ,
"War, The","Michaels, Lee",A&M,1048,69, ,
War,"Moore, Sam & Omar Martinez",Ride to the Wall,CD,5,Ride to the Wall Vol. II,
War,Ramses,Sky,LP  ,76,La Leyla ,
War,"Springsteen, Bruce",Columbia,6423,86, ,
War,"Starr, Edwin",Gordy,7101,70,Motown Vol ? ,
War,Temptations,Gordy,LP 947,70,Does Anybody Know I'm Here?,
War,"Whitney, Carla",Attic,LP 175,73,Soldier's Sad Story,
War (Part I & Part II),Hercules & The Black Majic,Grant,155,7?,,
War And Bombs,"Hurley, Jade",Festival,6381,76,,
War Baby,"Mullins, Dee",SSS Internat.,707,67,,
War Baby,"Nelson, Terry",Plantation,LP 15,71,Wake Up America ,
War Baby,War Babies,Uni ,55164,69, ,
War Baby Son Of Zorro,Hall & Oates,Atlantic,LP 18109,74,War Babies,
War Boy,"Farrell, Pat & Believers",Diamond,236,68,,
War Child,Cranberries,Island,CD,96,To The Faithful Departed ,
War Child,Jethro Tull,Chrysalis,LP 1067,74,War Child  ,
War Correspondent,"Bogle, Eric",Larrikin,LRF 041,80,Now I'm Easy ,
"War Drags On, The",Donovan,Hickory,1417,68, ,
"War Drags On, The","Softley, Mick",Hux,CD,65,Songs for Swingin' Survivors ,
War Games,Mergers,Atlantic,89812,83,,
War Games,Lovin' Spoonful,Kama Sutra,,69,Revelation: Revolution '69,
War Games,Monkees,Rhino,CD 70150,87,Missing Links  ,
War Hero,"McDonald, Country Joe",Rag Baby,LP 1019,6?,Peace On Earth ,
War Hero,Toxic Reasons,Risky Records,LP,82,Independence ,
War In Viet Nam,"Halcomb, Odabee & Gospel Ramblers",Tru-Bo,205430,?,,
War In Vietnam  ,"Dotterman, Marie",Sparrow,912,68, ,
"War In Vietnam, The",Five Blind Boys of Alabama,Calvin Spain,CD,99,Bridge Over Troubled Water ,
"War In Vietnam, The","Hairston, Brother Will",Knowles,106,68,,
War In Vietnam,New Scene,Basic Mix,CD 030,91, ,
"War In Vietnam, The","Zinn, Howard & Resident Genius",Thick Records,CD 074,5,You Can't Blow Up…Relationship ,
"War Is A Card Game, The","Ames, Nancy",Epic,10003,66,,
War Is Hell,"Carousel, Vic",Golden Records,119,72,,
War Is Hell,"Carter, SGT. Frank",Dixie,1114,67,,
War Is Hell,"Lewis, Hugh X.",Kapp,921,68,,
War Is Hell,Sgt. Larry and the Souljers,Sgt. Larry…,CD,10,Bill The Undeclared War Opera ,
War Is Not A Game,"Kamm, Paul & McDonald, Eleanore",Ruby Eyes,mp3,6,,
War Is Over ,Atlanta Rhythm Section,Polydor ,LP 6027,74,Third Annual Pipe Dream ,
"War Is Over, The",All Of The Above,Paramount,195,73,,
"War Is Over, The","Brody, Michael J.",RCA,309,71,,
War Is Over,Dillinger,Errol,,,,
"War Is Over, The","Hays, Lee ",,,67,Sing Out! 17/4,
"War Is Over, The","Jackson, Paul",Jareco,121,75, ,
"War Is Over, The","McKay, Freddy & Jah Lloyd",GG,No #,,,
"War Is Over, The",Millhouse,Celebration,2060,73,,
"War Is Over, The","Ochs, Phil",A&M,932,68,,
"War Is Over My Brother, The",Sensational Saints,BOS,24,73,,
War Is Starting Again,"Hopkins, Lightnin'",Ivory,91272,6?,Lightning Strikes Back ,
"War Isn't Over, The","Coster, John",Sky ,,82,,
"War Keeps Draggin' On, The",Wilburn Brothers,Decca,32909,72,,
War Keeps Going On,"Shaw, Lister",MGM,13823,67,,
War Kills Babies,Fugs,ESP?,LP,65,Village Fugs,
War Movie,Jefferson Airplane,RCA,LP 66574,71,Bark ,
War Museum,XL & George Deffet,Major Label,1004,81,,
"War, No More","Cole, Johnny",Original Sound,24,62,,
"War Of 14-18, The","Flanders, Michael",Capitol,5884,67,,
War Or Hands Of Time,"Masters Apprentices, The ",Astor,7071,66,,
War Orphans,"Haden, Charlie",Impulse,LP 9183,69,Liberation Music Orchestra,
War Pigs,Black Sabbath,WB,LP 3104,70,Paranoid ,
"War Rages On, The",Mass Confusion Rock Band,Malibu,101,, ,
War Resembling Hell,"Van, Betty",Clay,No #,60s,,
War Song,Fugs,Reprise,LP 6280,68,Tenderness Junction ,
War Song,"Lucien, Jon",Razor & Tie,CD,74,Sweet Control ,
War Song,Young & Nash,Reprise,1099,72, ,
"War Song, The",Culture Club,Epic/Virgin,4683,84,,
War Sucks,"Red Crayola, The",Charly,CD,6,The Parable of Arable Land,
War Suite Medley,"Vannnelli, Gino",A&M,LP 4596,76,The Gist Of The Gemeni,
"War That Should Cease, A","May, Barbara",New Talent,100,6?,,
War Time Blues,"Dukes, Laura",[Swedish Radio],Unissued,64,,
War Time Blues,"Miles, Luke ""Long Gone""",Smash,1755,62,,
War-Time Taxes,Lonesome Valley Singers,Diplomat,LP 2489,69,God Bless The Working Man,
War Toy Song,"Walktendonk, Jim",Booney Tunes,CD,88,On The Mend,
"War Was Over, The","Boylan, Terence",Asylum,LP 1091,77,Terence Boylan  ,
War Widow,"McDonald, Country Joe",Vanguard,LP 79315,71,"War, War, War",
War Widows Vietnam,Star Fucking Hipsters,,,11,From The Dumpsters To The Grave ,
"War Will Soon Be Over, The",Cobra,Polydor,2050,71,,
War's Cross,Senators,Skylite,1105,71,,
War's Mystery,"Hemmings, David",MGM,LP SE 4490,67,David Hemmmings Happens,
Warheads,Hercules & The Black Majic,A&M,CD 31454,92,III Sides To Every Story,
"Warrior, The",Honey LTD,LHI,,68, ,
Warrior ,"Von Tress, Don",War Pony Records,CD,2,Straight And Narrow,
Warrior Bards,"LeVine, Irv ",Erosonic ,Disc 7,2,Cold Warriors/SOB 2001,
Warriors Of Humanity,"McDonald, Country Joe",Rag Baby,CD 1032,6?,www.countryjoe.com,
Wars!,"Holcomb, J. Jackson",Lost River,101,,,
Wars And Wars,"""C"" Company (T. Nelson)",Plantation,LP 15,71,Wake Up America ,
"Wars Go On, The","Mansell, Jim",Throne,506,6?,,
Wars Like Vietnam,Laurendeu Sisters & Laurel West..,Marquis,1124,,,
Wars Or Hands Of Time,"Masters Apprentices, The ",Astor,7071,66,,
Warsong,White Lion,Atlantic,LP 82193,91,Mane Attraction,
Warspeak,"Waszkiewicz, M.C. & Jones, L.",Lea Jones Music,CD,7,Selector Switch On (Rock and Roll),
Water Street,"Lauber, Ken & Orchestra",RCA,3928,81,Kent State S/T,
Watergate Blues,"Hall., Tom T.",Mercury,73394,73,,
Wave Daddy Bye-Bye,"Butler, Larry & Pick-A-Dillies",Wizard,236,,,
We Ain't At War,Teachers,ABC,10727,65,,
We Ain't Gonna Party No More,Turtles,White Whale,341,70,Elenore: 30 Years of Rock 'n Roll,
We Are F-4 Phantom Drivers,"Bose, Bob et al",Border City,SE-5,2,"Commando Sing, Korat RTAFB 1974",
We Are Glad That...Boys Are Coming Home,"Cash, David L.",Stargo,13,73,,
"We Are Saddled Up And Ready, Col. Robbie","Morris, Richard",Richard Morris,CD,68,Private issue,
We Are Soldiers In The Army,"Seeger, Pete",Folkways,LP 1018,68,Wimoweh and other Songs of Fredom & Protest,
We Are The Sons,Driven,Driven,CD,9,Grassroots Patriots The Essence of Freedom,
We Are Winning,"Bullington, Jim",Border City,SE-2,1,SOBA-2000,
We Are Winning,"Bullington, Jim",Bear Family,CD 16070,10,Next Stop is Vietnam,
We Are Written On The Wall,"Allen, Terry",Harmony Street,6891,86,,
(We Break) The Rules Made For Man,"Jones, Ramona",Jet Stream,801,?,,
We Came Because,"Kline, Phil",Cantaloupe Music,CD 21019,4,Zippo Songs,
We Can Be Together,Jefferson Airplane,RCA,LP 4238,69,Volunteers ,
We Can Change It,"Dalton, James & Sutton",RCA,74-0688,72,,
We Can't Blame The People,"Wolfe, Dean",Nuggett,1078,74,,
We Cry Together At The Wall,"Carden, Elvis",Guitar House,CD,99,Loving  A Soldier ,
We Didn't Ask To Be Brought Here,"Darin, Bobby",Atlantic,2305,65, ,
We Didn't BuildThis World,"Howard, Harlan",Nugget,LP 105,70,To The Silent Majority With Love,
We Didn't Know,"Paxton, Tom",Elektra,LP 7298,65,Ain't That News ,
We Don't Have To Worry Anymore,"Black, John",57th Street Prod.,CD,3,Meet Me In Vietnam ,
We Don't Need (Another Vietnam),Jussabill,Ship Wreck,CD,, ,
We Don't Need Any More Monuments Today,"Stamper,Bob",CSI,36,90,…Sings Carroll Ray Thomas,
We Done Wrong,"Christofer, Butch",Chicken Run,102,7?,,
We Got To Have Peace,"Mayfield, Curtis",Curtom,1968,72,,
We Gotta Get Out,Vettz,RDT Prod.,Cassette,8?,Welcome Home ,
We Gotta Get Out Of This Place,Animals,MGM,13382,65, ,
We Gotta Get Out Of This Place,Grand Funk Railroad,Full Moon,LP 3625,81,Grand Funk Lives ,
We Gotta Get Out Of This Place,Katrina & Waves,SBK,CD,90,China Beach S/T,
We Gotta Get Out Of This Place,Kit Kats,Jamie,LP 3032,67,Do Their Thing Live,
We Gotta Get Out Of This Place,"Mann, Barry",Demo,CD,65,,
We Gotta Get Out Of This Place,"Revere, Paul & Raiders",Rhino,1005,1,Ride To The Wall,
We Gotta Get Out Of This Place,"Small, Britt & Festival",Max Stout,Cassette,85,Tattered Flags - Broken Promises,
We Gotta Get Out Of This Place,"West Band, The Leslie",Phantom,10522,75,,
We Gotta Go Home,Music Explosion,Laurie,3414,67,,
(We Gotta) Stop The War,Roxy,Electra Peace,1,70,,
We Hate To See Them Go,"Reynolds, Malvina",Century City Records,LP 5100,71,Malvina Reynolds ,
We Have Always Been Heroes,"Chance, Lonnie",Beatjuice Records,CD,0,The Jungleman,
We Just Called Him Sam,"Baxter, Gordon",Spindletop,16,,,
We Just Did What We Were Told,"Forbes, Don",Don Forbes,CD,6,Somethin' About Guitars,
We Knew The Lord Was With Us…,"Martin, Michael & Holiday, Tim",Michael Martin,Cassette,89,Time To Lay it Down,
We Live On The Water,"Paxton, Tom",Mountain Railroad,LP 52796,80,The Paxton Report ,
We Love Our Army Brothers,Various Artists,Paredon,LP 1009,71,Vietnam Will Win,
We Love You Spiro,Vocal Minority,Wizdom,1970,70,,
We Love You Uncle Sam,"Jones, Jerry (Big Daddy)",Fan,11329,6?,,
We Must Get Out Of This War,"Jordan, Tony",Promo,No #,72, ,
We Must Make Things Right,Green Berets,Uni,55186,70,,
We Need A Little Love,Picasso's Kid,Babe,SR  1969,87,,
We Need Another Kent State,"Holocaust, Buddy",Dartmouth College,,81, ,
(We Need Another) Vietnam,"Hard Feelings, The",Sympathy 4 the R.I.,CD 604,0,Fought Back And Lost ,
[We Need Another] Vietnam,"Schooley, Andrew",Hepcat Records,CD,0,Las Vegas Shakedown,
We Need The Duke,"Travis, Bernie & Pentagon Players",Audio Fidelity,177,71, ,
We…Remember,Driven,Driven,CD,9,Grassroots Patriots The Essence of Freedom,
We Remember,"Garvey, Mary",Private Tape,Cassette,,Mary Garvey,
We Reserve The Right To Refuse To Serve You,"Friedman, Kinky",Vanguard,LP 198,73,Sold American ,
We Say No To Your War,Covered Wagon Musicians,Paredon,LP 1015,72,We Say No To Your War! ,
We Seek No Wider War,"Ochs, Phil",Vanguard,CD,6?, ,
We Shall Not Be Moved,"Dane, Barbara",Paredon,LP 1003,70,FTA!  Songs of the GI Resistance,
We Shall Overcome,"Baez, Joan",Vanguard,LP 79313,72,Carry It On S/T  ,
We Shall Rise,"Waszkiewicz, M.C. & Jones, L.",Lea Jones Music,CD,7,Selector Switch On (Rock and Roll),
We Sit In The Moonlight,"Arenson, Paul",,,,,
We The Dead Of Viet Nam,"Starr, Johnny",Campus,1, ,,
We Want Daddy Back,"Beasley Sisters, The",Gal-A-Way,321,6?, ,
We Want Our Vietnam,Captain Howdy,Shimmy Disc,mp3,96,Tattoo of Blood ,
We Want Peace  ,"Richards, Clint",Jungle,8234,74,,
We Want Peace And Love,"Alcopone, Dennis",Attack,No #,,,
We Want To Go Back To Turkey,"Proud, Dan",Dan Proud,CD,10,Songs From Nellingen,
We Want To Thank You,"Lynne, Rockie",,CD,10,Songs for Soldiers,
We Want War,"Grignard, Ferre",Philips,40373,66,,
We Were There,"McLean, Tom",,,, ,
We Will Build You Up,"Heilman, Mike",HeavensEyes,CD,9,Healing & Remembrance,
We Will Liberate The South,Various,Paredon,LP 1009,71,Vietnam Will Win,
We Will Retake Saigon,"Holocaust, Buddy",Dartmouth College,,81,,
We're Gonna Fight A War,"Kaufman, Kevin & Everest, John",Ducy Lee,CD 900106,97,American Twistory,
We're In Vietnam,"Moore, R. Stevie",,NT 17,76,A.W.O.L.,
We're Moving On,"Brand, Oscar & Bare  FACs",TRD,CD,1,The Wild Blue Over Vietnam,
We're Still Soldiers,"Mahoney, Tinh",East Wind,CD,2,Acoustic Rain,
"We've Chosen You, Lieutenant",Original Cast,,,74,The Lieutenant S/T,
We've Got A Bigger Problem Now,Dead Kennedys,,,81,"In God We Trust, Inc. ",
We've Got The Vote Now,"Grande, Gary",Jamie,1401,72,,
We've Got To Find Another Way,"Spoelstra, Mark",,,62,Broadside #5,
We've Got To Get Out Of This Place,"Brown, Arthur",Gull,13,75,,
"We've Managed To Forget You, Johnny Boy","Quirk, Michael",Phoenix,15Q,,,
We've Waited Long Enough Uncle Sam,"Dean, Lyle",Colonial,1,7?,,
Weapon Of Prayer,"Bellows, Jon",World Harvester,137,,,
Weapon Of Prayer,Joyful E's,Perfection Sound,LP 5030,68,Weapon of Prayer,
Weapon Of Prayer,L.B.K. Trio,Easter,502,,,
Weep No More,"McKinney, Nathan & Valleyites",Ray Co.,526,64,Soldier's Plea,
Weep No More,Six Pak,Gordo,704,69,,
Weep No More,Terry & The Tyrants,Kent,399,64,,
"Weep, Soldier, Weep","Logston, Jimmy",J. Logston,CD ,99,Reunion Of Life/Copy,
Weepin' Mama Blues,Felt,Nasco,LP,71,Felt,
Weird Place,"Warnke, Mike",M. Warnke,Cassette,86, ,
Welcome Back Home,Byrds,CBS,CD,9?,Untitled ,
Welcome Home,"Dunlap, Don & Faith",Don & Faith,7005,,,
Welcome Home,From America,MA,106,73,,
Welcome Home,"Garvey, Mary",Private Tape,Cassette,,Mary Garvey,
Welcome Home,"Horner, Eric",Reborn Records,CD,3,Freedom Rings ,
Welcome Home,"Marx, Jackie",Jackie Marx,Cassette,87,Private Tape,
Welcome Home,"McDonald, Country Joe",One Way,30991,95,Vietnam Experience,
Welcome Home,"Morton, Ann J.",Chart,5183,72,,
Welcome Home,"Pastor, Tim",Candlestring,3033,81,,
Welcome Home,"Price, Chuck",Lost Canyon Music,CD 137,96,Welcome Home Vietnam ,
Welcome Home,"Remington, Rita",Plantation,111,74,,
Welcome Home,"Simpson, Brenda",Friends of the VM,CD,92,Songs Of The Wall,
Welcome Home,"Tour, The",Squadrun,A-1,87,,
Welcome Home,Vettz,RDT Prod.,Cassette,8?,Welcome Home ,
Welcome Home,Voice of Veterans,Heaven's Eyes,CD,9,Healing & Remembrance,
Welcome Home (A Healing Song),"English, Judge Roy",Earth Tone,7001,91,,
Welcome Home (Dedicated To All The VN Vets),"Earl, Ronnie & Broadcasters",Bullseye Blues,CD,96,Grateful Heart: Blues and Ballads ,
Welcome Home (From The War),Sound-of-Experience,Community,100,7?,,
Welcome Home (Poem),"Lintecum, Sarge",Sarge Lintecum,CD,91,Combat Tested Blues For Peace,
Welcome Home (To Those Who Served In VN),"Conde, Chris",Synthe Sound,15563,84,,
Welcome Home Bro,Ole 1/27 Grunts,Ole 1/27 Grunts,mp3,3,Welcome Home Bro ,
Welcome Home Daddy,"Whittington, Kim",Sundown,2,73, ,
Welcome Home From The War,"Case, Jimmy",,CD,,Tribute To The Vietnam Veteran,
Welcome Home POW,"Fault, Eldon",Glenn,4036,73,,
Welcome Home POW's,"Barry, Yank",McConnell,10661,73,,
Welcome Home Soldier,Moody Brothers,Lamon,10234,90,,
Welocme Home Soldier,"Murphy, Pat",Silver Bird,Cassette,94,Spirit of America ,
Welcome Home Soldier,"Sapp, Karl",,Download,,,
Welcome Home Veterans (Our Viet Nam Heros),"Stewart, Jerry D.",Chaton,121,,,
Welcome Me Home,"Jackson, Jim",Sandbag,5102,,,
Welcome The Boys Back Home,"Moss, Bill & Celestials",Westbound,40,73,Does Anybody Know I'm Here?,
Welcome To America With Love,Mulkins & Grace,RCI,2378,83,,
Welcome To Grenada,U.S. Rangers,Pantera Records,2,83,,
Welcome To The U.S. Army,"Russell, Bobby",UA,50959,72,,
Welfare Hero,"Holbrook, Tom",Countryside,45103,73,,
Welfare Hero,"Tillotson, Johnny",Buddah,256,71,,
Welterusten Mijnheer De President,"De Groot, Boudewijn",Decca,10-198,66,,
What A Good Time For Kent State,"Hubbard, Freddie",Atlantic,LP 2-314,71,Sing Me A Song Of Songmy ,
What A Man He Is,"Coate, Billy",Bisbee,80635,,,
What A Man Will Do (When He Loves A Woman),"Dudley, James",Chess,1995,67, ,
What A Waste,Original Cast,Geffen,9  24271-2,89,Miss Saigon,
What About God And Country,"Haeberlin, Larry",K-Ark,919,,,
What About Me?,Quicksilver Messenger Service,Capitol,3046,70,What About Me ,
What About Mommy And Me,"McLain, Edie",E-Mc,600,,,
What Are Their Names,"Crosby, David",Atlantic,LP 7203,71,,
What Are You Fighting For,"Ochs, Phil",,,,,
What Can We Do For Madame Nhu,"Day, Bonnie",,,63,Broadside #34,
What Can We Learn From This?,"Trafidlo, Greg",Kira,1812,2,Co-Writers In Disguise ,
What Did You Do In The War?,"Grushecky, Joe & Houserockers",Razor & Tie,LP 2820,95,American Babylon ,
What Did You Learn In School Today,"Mitchell Trio, Chad",Mercury,72257,64, ,
What Did You Learn In School Today,"Paxton, Tom",Elektra,LP 7277,64,Ramblin Boy/Best Of ,
What Did You Learn In School Today,"Seeger, Pete",Folkways,LP 302,63,Broadside Ballads Vol. 2 ,
What Do Little Children Do,"Baddeley, Hermione",Fabor,148,66,,
What Do You Win When You Win A War,"Stridel, Gene",Mercede,3002,71, ,
What Has The World Done To My Baby,"Gilbert, Pam",Stop,155,68,,
What Have You Done To Me,"Pollock, Samuel",S. Pollock,Cassette,98,The Walking Wounded,
What If They Gave A War  ,"Murray, Ron",Genna,1001,,,
What If They Gave A War And No One Came,"Boone, Pat",Dot,16998,67, ,
What If They Gave A War And No One Came,"Gault, Jonna",RCA,9440,68,,
What Is A Lady Doing Here,Cornerstones,Private Tape,PLP 5541,,We The People,
What Is A Lady Doing Here,"Price, Chuck",,,96,Clark/Leddy/Price ,
What Is A Marine,"Maresca, Ernie",Laurie,3447,68, ,
What Is An American,"Pearl, Minnie",Starday,764,66,,
What Is An American,"Smith, Arthur",Starday,861,69,,
What Is This Freedom?,"Grove, George",Clef Northwest,CD,90,Where Have All The Flowers Gone…,
What Is Truth?,"Cash, Johnny",Columbia,45134,70,,
What It's Like In Vietnam,"Cass, Cathy",Wayside,1001,6?,,
What Kind Of American Are You,Tiny Tim,Reprise,939,70,,
What Kind Of Men,"Duvall, Rick",Rick Duvall,Cassette,87,Combat Assault,
What Now America,"Michaels, Lee",A&M,LP 4249,70,Barrell  ,
What Price Freedom,"Pritchett, Lefty",Dee Lark,6791,67,,
What The World Needs Now/,"Clay, Tom",Mowest,5002,71,,
What The World Needs Now,"Miller, Mitch & The Gang",Atlantic,LP 8277,71,Peace Sing-Along,
What The... (Is Going On In Washington),"Withers, Bob",Nugget,247,66, ,
What Then!,"Starcher, Buddy",Heart Warming,506,,,
What We Are Fighting For,"Deputies, The",Wyncote ,LP 9139,66,The Ballad Of The Green Beret,
What We Needed to Win,Peace Core ,Capitol,2776,70,,
What We're Fighting For,"Dudley, Dave",Mercury,72500,65, ,
What We're Fighting For,Lonesome Valley Singers,Diplomat ,LP 2376,65,Hello Vietnam: C&W War Songs,
What Will Our World Be Like Tomorrow,"Cotton, Gene",Platinum,LP 1002,68,Charity Street,
What Would You Do (In My Lai),"Shinall, Joe",Peon,911,7?,,
What's Been Going On In Vietnam,Ginger & Jean,Parrot,322,67,,
What's Come Over This World?,"Carr, Billy",Colpix,791,66,,
What's Going On?,"Gaye, Marvin",Tamla,54201,71,,
What's Happened To Mankind,"Chesnut, Jerry",UA,50331,68,,
"What's Happening, Brother?","Gaye, Marvin",Tamla,LP 310 ,71,What's Going On ,
What's His Name Just Died,"Rio, Bobby",Love 'n Peace,1002,, ,
What's It All About,"Satan, Jimmy",Maltese,102,,,
What's It Like In Viet Nam,Little Shirley & Her Wranglers,Bolt,70239,6?,,
What's It Like In Viet Nam,"Ward, Jeanie",Melbourne,36,6?,,
What's Our World Coming To,"Johnson, Jeff & Shorthands",Dewl,4268,,,
What's The Difference,"McKenzie, Scott",Ode,LP 44002,67,Voice Of Scot McKenzie ,
What's The Matter  ,"Cox, Tommy",TAC,102,,,
What's The Matter Mommie,"Dorrier, Steve",Major,1007,,,
What's This I Find,Original Cast,Geffen,9  24271-2,89,Miss Saigon,
What's This Nation Doin' Next,"Cash, Ernie",Voice of Country,2,6?, ,
What's Wrong With America,"Marshall, Gene",Preview,1999,71,,
What've You Done For Australia,"Rowe, Normie",Normie Rowe,CD,7,Missing In Action  ,
When A Soldier Makes It Home,"Guthrie, Arlo   ",,,,Mystic Journey ,
When A Soldier Makes It Home,"Guthrie, Arlo & Seeger, Pete",,CD,89, ,
When All The Laughter Dies In Sorrow,"Lascelles, Kendrew",Mediarts,102,70,"Recorded on ""Chicago III"" ",
When Dreams Collide,Original Cast,Gre-Gar,LP 5000,67,Tell Me Lies S/T,
When Hippies Get Older,"Bare, Bobby",Columbia,1-11170,79,,
When I Come Back,"May, Johnny",Duel,1007,6?,,
When I Come Home,"Black, John",57th Street Prod.,CD,3,Meet Me In Vietnam ,
When I Come Home,"Grannum, Al",A&G,2040,6?,,
When I Come Home From Viet Nam,"Marshall, Gene",Preview,2397,73,,
When I Get Home From Saigon,"Jorgensen, Sgt. John Peter",Sgt. J.P. Jorgensen,CD,5,Vietnam: A Sublime Homecoming,
